Valuation_Year,Book_Value,Total_Assets,Total_Liabilities,Total_Revenues,Working_Capital,Retained_Earnings,EBIT,Equity_Value
2010,25530.42226,52151.16662,26620.74436,55238.59799,11056.54424,10419.16495,6916.164821,30611.86616
2016,14434.88291,23934.52477,9499.641862,26599.57639,2635.948644,8339.445158,2961.351899,23848.68035
2012,30388.55307,66571.16961,36182.61653,65896.97125,12196.29098,13338.25167,8342.744689,33047.82375
2008,127472.7278,236494.6303,109021.9025,216778.3195,14926.07271,81769.22955,25683.14788,185859.7668
2014,30778.74929,65170.69284,34391.94355,54438.27623,5214.421833,17938.5018,6550.355172,39368.49903
2012,163336.3095,325330.9942,161994.6847,229092.4242,58297.74524,103135.1561,49933.36558,148546.7903
2013,53533.20542,218142.386,164609.1805,94666.66536,10203.10373,23806.92922,-6640.780443,69088.62351
2015,43630.50791,120870.4004,77239.89253,125875.2417,15754.97296,15981.60361,7850.455707,49797.46775
2007,65487.95415,148897.2333,83409.27918,168450.2751,27369.96107,35339.83396,29372.03878,44782.78786
2016,77620.39469,162267.3622,84646.96751,103977.51,23812.47461,28814.8713,13643.8423,115549.0641
2008,203667.8625,364935.838,161267.9755,513037.2023,15236.80226,127020.4004,38016.92742,332038.5406
2010,14263.10318,56554.90419,42291.80101,140034.6425,7985.159335,5256.264126,1439.184592,10369.89829
2007,73398.2471,122200.8281,48802.581,124291.6784,74395.526,33585.76893,15159.65019,55236.54559
2008,145683.6284,337529.2411,191845.6127,775253.7207,-26069.65512,79402.88571,51958.73289,274539.1868
2011,15224.58069,32624.55893,17399.97825,42782.27762,4018.924666,5457.680609,3539.685889,23736.68949
2013,7462.826581,28025.89802,20563.07144,7655.820105,-5230.46417,3275.654864,1256.953166,23444.2131
2010,213605.0178,495650.413,282045.3952,1363316.171,-69650.63756,113874.0327,65023.01424,480327.5391
2011,73326.73784,290162.4532,216835.7154,73662.47835,11896.92398,32860.52267,-9539.771387,98243.43506
2016,51432.03388,211655.1957,160223.1619,49948.17783,5605.56138,23266.37268,-6856.964636,74054.37486
2007,164922.8041,424759.2951,259836.491,1071186.781,-51095.31479,87413.73809,49970.84483,360631.4617
2012,202807.0969,382830.3656,180023.2687,427996.9635,-5407.846012,79523.39705,47546.13737,420178.561
2008,35121.77967,105400.9823,70279.20261,130631.5344,13705.92368,12770.00913,6404.803202,36659.80501
2008,192142.8805,466207.087,274064.2065,1234527.429,-61470.30118,102208.6948,58387.08499,427087.3423
2011,70139.20756,222254.3705,152115.1629,121443.937,13420.2548,35351.74601,9253.660307,73796.49962
2016,70591.73505,147324.6931,76732.958,97378.07039,21655.32247,26176.03903,12516.60671,105371.2155
2014,62669.31967,117927.0486,55257.72891,108706.8695,64655.64621,25040.40889,9056.205334,31869.55541
2015,15628.25627,57957.94816,42329.69189,141528.2158,9011.545258,5412.235989,3092.808725,10649.14208
2010,187427.0132,322614.3438,135187.3306,199587.2627,43582.24597,123259.8857,26457.09858,265747.0695
2014,65205.13547,145418.4904,80213.35491,165780.5353,30024.64302,34694.25556,28558.59133,43311.34023
2008,19831.98936,81140.61345,61308.62409,17481.21406,-2731.711772,9000.221541,-1303.899993,39042.87923
2014,262716.1509,553387.2375,290671.0866,1652218.845,-87968.7993,140377.6771,80113.59506,604363.3891
2013,71864.48247,264488.5051,192624.0226,92036.16406,12158.20201,33959.60725,-2619.749108,87551.29627
2015,119623.2762,211670.2136,92046.9374,569956.7059,29051.39801,57579.93732,33385.34602,196352.7989
2009,95405.4207,162781.6536,67376.23288,132786.5482,59913.75,34940.11224,21193.41667,125592.6185
2011,64560.86011,112422.5698,47861.70973,114994.6868,65595.60089,24552.75301,13924.67626,47254.52072
2007,62543.20321,159648.0967,97104.89351,177321.806,15327.05301,35555.68299,30606.93781,47205.96763
2007,74949.21627,166130.2532,91181.03693,132377.6931,21368.21138,32616.93646,20737.33775,95228.20247
2009,186875.7547,323533.7523,136657.9976,179380.819,41447.91375,116519.3663,27482.70303,274545.7433
2007,52793.57641,95329.02979,42535.45338,102144.8289,66308.30474,20331.42113,12149.79653,14573.37545
2012,113280.8671,248981.8421,135700.975,177450.629,14363.02229,48948.59348,35850.65492,173609.9498
2015,68799.55837,196769.8334,127970.275,144278.6163,14400.21922,36432.72016,18473.17848,64570.64382
2014,55280.99595,173988.1369,118707.141,64034.60759,9308.370304,24510.6755,-6172.548204,80410.05115
2012,34513.51208,84947.84177,50434.32969,54551.19233,6973.1537,14557.79592,-931.0230612,53953.50684
2008,207159.6076,374491.9381,167332.3305,580428.215,9142.597361,127828.9024,40502.2639,346796.3378
2009,12462.4512,36963.59758,24501.14638,108767.2785,6725.62069,4263.604874,2774.510637,11525.34264
2008,17533.7691,69679.82996,52146.06085,136256.1065,8169.883967,6801.282467,766.2332933,15279.30145
2013,135957.3796,255008.0094,119050.6298,145051.9639,35453.45532,78881.59652,20175.17565,183074.6627
2015,11133.18761,39666.39718,28533.20957,132646.9419,7426.334882,3730.860617,2401.540303,6811.052115
2012,118326.6007,209072.3473,90745.74651,560102.7484,30113.84345,56828.05535,32961.11691,192804.8532
2009,9560.004289,38091.20129,28531.197,110801.702,4426.225096,3366.945047,1930.017223,9361.40122
2009,124499.0956,333523.3192,209024.2236,116525.2588,11507.86426,47866.53346,11907.96807,208959.2205
2012,11732.21475,38324.93064,26592.71589,121885.6704,7110.56093,3970.939613,2569.617841,8959.112756
2015,76333.77545,211132.9824,134799.207,89175.94909,17936.565,31257.88854,1803.381836,104873.6945
2010,46587.03324,125703.2611,79116.22789,124222.5741,16466.95552,17097.53541,8352.776164,54812.12299
2008,137942.5909,315754.4864,177811.8955,133986.6999,30786.97444,84544.36501,10181.35465,151561.2114
2006,79228.30126,166371.531,87143.22979,107678.9574,24190.76235,29759.26384,14435.09764,116858.0211
2014,177004.1923,336332.786,159328.5937,174025.668,12217.36668,63762.23767,39919.11255,345579.3865
2012,17746.17227,37141.86913,19395.69686,46894.43201,5087.736545,6521.997499,3300.901893,27647.39992
2008,70731.9624,235374.2915,164642.3291,111340.2719,12986.64976,34873.44717,5174.298303,78378.2695
2007,35946.09413,74400.37682,38454.28269,64848.13912,11022.29676,13168.71758,6960.241582,54382.75193
2016,127465.4202,270714.7976,143249.3774,176688.2466,13885.40808,52246.05044,36756.27704,211234.9181
2010,20034.25808,40368.00889,20333.7508,52697.9083,11626.71051,7271.609169,4693.016293,22140.9414
2015,7595.909712,30757.32452,23161.41481,38946.7232,-2726.501232,3149.792831,1314.535892,19475.09793
2008,137292.4167,269883.8079,132591.3912,180085.1935,33269.71226,88183.26319,28669.67414,158622.3055
2016,77960.30959,185437.4077,107477.0981,97567.32722,21203.46204,30391.00909,7938.997096,110835.4185
2007,163502.8259,345852.7859,182349.9599,150161.5933,11662.08366,59119.43806,29005.18423,307572.0289
2016,67920.77977,280362.7753,212441.9956,66889.27786,9955.908998,30710.37931,-9754.526117,92254.40508
2007,12064.56656,37672.63799,25608.07142,115915.1093,6935.363448,4104.140073,2662.870503,10170.17522
2016,234784.7635,361528.2816,126743.5181,156606.4169,-35922.44433,152380.1413,-10254.16845,508508.0376
2015,87662.33095,153474.5626,65812.23166,125716.6741,-61215.61355,48254.14987,13407.36026,249146.5077
2013,220110.1336,333334.2587,113224.1251,170678.4834,-52974.16325,139726.324,-3102.523691,503710.8173
2015,168930.1767,423636.2619,254706.0852,219226.4643,10159.956,98665.84328,37068.98769,212911.9384
2010,368769.4611,526139.2687,157369.8076,316965.5653,16795.56242,165073.7379,-11747.0727,843912.9485
2009,10171.2552,22869.16273,12697.90753,23630.93644,2306.159511,3933.910214,2145.838263,15495.25387
2013,169714.5362,243220.4769,73505.94074,219004.7583,-111533.1571,96270.59918,21457.64665,471660.9037
2016,13604.09642,31190.22627,17586.12985,32808.20631,4948.690137,4697.069674,3428.76733,17816.78563
2011,59642.17027,119709.1855,60067.01524,111536.2138,24449.98365,20261.70303,14447.47354,83603.56908
2015,178960.9116,473705.7969,294744.8853,239642.2136,6201.094054,107895.5976,40501.31672,216675.2197
2007,164933.1369,245700.569,80767.43209,226421.9875,-106818.8906,92498.19158,26048.44749,455667.7258
2012,56334.47668,119847.8484,63513.37171,81507.68586,8194.950461,29724.79813,12072.71157,79697.29773
2007,266927.7925,428565.7743,161637.9817,130161.2067,1684.328446,180282.965,-23957.47011,508949.9405
2013,301246.9244,462517.1214,161270.1969,188802.3152,6697.436544,175141.3177,-21678.35842,624063.3085
2008,86038.85795,194947.2128,108908.3549,119703.9556,10256.36673,48805.51047,19210.7606,111630.1077
2007,135553.6858,250377.523,114823.8372,155522.5082,-9362.265391,67267.92941,22986.15917,269898.7123
2016,103010.1053,173662.6222,70652.51695,109849.7132,-14787.49931,44530.58784,14050.05596,236006.5053
2013,85801.01192,149964.6876,64163.67572,94810.98915,-10112.75667,36873.11421,11982.55276,191541.7976
2007,69430.0091,151794.4987,82364.48959,98346.96907,9103.750525,38136.7588,15219.60602,94435.07804
2007,127042.0423,295312.4276,168270.3854,195824.5431,27647.75337,64626.14242,30497.98551,152763.5507
2014,30167.6041,72194.7085,42027.1044,49504.50938,3403.070343,17196.89285,7077.321446,37459.73394
2009,148212.4644,240952.5112,92740.04684,124108.587,-15004.4549,77045.89253,7659.394863,322951.5157
2014,111982.6413,185364.2532,73381.6119,117690.6546,-17224.83263,48523.06766,15128.01786,259498.7717
2011,5813.441521,13523.60774,7710.166222,18432.61097,1270.191263,2189.750651,1417.25313,8860.64861
2010,291003.4538,452184.6836,161181.2298,169853.5439,5174.582836,176670.4911,-22974.47573,590404.6679
2008,154591.9193,225819.3387,71227.4194,204891.6141,-99004.71841,83061.13881,22813.79831,431005.984
2016,26635.49381,53284.71261,26649.21881,43107.28327,5959.186527,10546.42832,4874.39804,43596.5291
2010,100286.0618,213209.5709,112923.5091,173178.3689,33101.86693,42152.92421,24789.21127,130053.0104
2010,123189.1256,191622.0076,68432.88202,171561.1086,-82201.03022,67252.11641,18738.59073,345623.1469
2010,167993.8848,254822.8666,86828.98183,282512.3753,-73106.68753,95953.06414,18719.17737,426902.8778
2013,92971.36977,162944.2918,69972.92202,99575.49021,-14458.22905,40274.2334,12622.52695,211813.6778
2014,179029.6064,475697.328,296667.7216,239706.9538,6754.558736,107970.9995,40572.09317,214851.6732
2016,33016.68164,72798.02025,39781.33861,68205.01946,13962.32521,10995.7072,8381.868514,41832.67423
2013,86438.48941,169199.2191,82760.72972,153903.4494,30315.27314,29805.1342,20351.32107,131704.0556
2009,252904.2908,397675.0053,144770.7145,139230.9059,-14867.80179,168004.4663,-19084.67549,511637.1406
2008,299807.8001,465512.4254,165704.6254,364030.1442,29522.92584,143878.6003,-6746.760605,626629.3676
2014,147817.6459,370465.4304,222647.7846,213408.946,23412.71882,82076.24767,34930.76013,166505.2077
2007,122800.1583,206075.2662,83275.10795,131180.5197,-16821.92281,55270.43812,17604.95413,277014.9678
2007,240094.8628,444743.867,204649.0042,161467.2045,6339.537978,158190.9264,-4897.789485,401304.4663
2012,236387.666,475094.7176,238707.0517,230798.5404,7514.737597,157827.872,26538.72894,346389.7453
2007,11108.17507,24797.31619,13689.14112,24748.5644,2528.89029,4308.90049,2302.482383,16972.59765
2011,199681.8363,305367.4377,105685.6014,225352.1908,-74651.9109,123602.8875,22572.42461,478746.3184
2014,175134.0019,252444.2849,77310.28296,213807.8244,-105235.8121,100943.7616,18816.48334,476231.4051
2008,128504.6864,300244.9229,171740.2364,197062.5203,27349.59844,65854.66485,30810.06174,153802.5656
2008,124226.4099,199298.4357,75072.02584,135847.7735,-31029.14753,56296.25727,16982.0736,301746.6899
2007,124066.252,192597.5525,68531.30051,172725.914,-82998.93849,67766.59149,18864.42927,348203.6905
2011,101622.8034,185933.3289,84310.52553,173923.091,-432.8214266,42238.03648,21784.97698,206034.6952
2008,125201.3211,241924.2515,116722.9305,280402.218,42528.64451,63229.66059,13119.43807,171004.1961
2011,186343.0801,277390.5793,91047.49928,225229.2537,-90909.49095,111551.9026,23287.00572,476935.1364
2012,15705.69289,33873.11583,18167.42294,30232.82686,3621.842591,6148.998591,3071.143777,24335.44164
2015,70402.10157,127233.0694,56830.96782,81354.15217,-5929.738916,30021.11174,10132.52523,152350.0099
2010,116926.032,199824.5997,82898.56772,186571.264,-29738.56651,54274.79994,22460.46768,276228.7159
2011,7491.722311,17394.48573,9902.763418,21662.93318,2110.597783,2713.839284,1869.201352,10692.56947
2009,200932.572,358448.1632,157515.5912,424517.4704,46346.31593,115571.1089,1421.132268,318912.2965
2013,260813.6303,464351.5937,203537.9634,226409.3102,3474.425874,178935.5254,19870.8843,430217.6347
2015,117849.4569,265429.0415,147579.5847,188043.9689,29521.62993,56904.99096,28536.61487,145522.0815
2011,297580.8343,486682.749,189101.9147,255451.8482,7501.240381,175967.4425,9137.694715,572403.8894
2011,277798.5764,444153.0583,166354.4819,377494.3771,33267.74407,137577.4678,-4928.620863,557659.5117
2010,182728.0435,260043.7094,77315.66589,233781.1571,-106244.6044,97676.01855,21072.44361,501888.1911
2014,143186.3089,219826.4713,76640.16235,208275.4766,-80027.10395,74929.83628,23619.60693,387698.4682
2007,59177.82077,118773.8106,59595.98979,110582.0435,24195.7526,20123.95611,14314.00195,82989.27873
2007,264323.3021,453823.317,189500.0149,201417.6924,2694.506985,180960.6482,8118.832745,457970.2128
2013,157801.0162,296247.1518,138446.1356,373271.0166,46876.19652,90724.57663,7202.634995,219869.7528
2011,275175.0039,435718.7583,160543.7544,140573.4605,2821.43376,179033.4055,-24977.26644,538462.9436
2010,131805.9691,206394.8866,74588.91746,153081.862,-47996.58442,62977.06086,18437.73509,335333.1112
2016,4796.506132,9823.23534,5026.729208,12497.57699,3365.209589,1957.910877,797.7526826,4069.452306
2011,265166.7199,468674.695,203507.9751,88397.61888,73571.85087,170287.5886,17031.0427,359394.3851
2007,152735.9293,479081.058,326345.1286,149048.1477,6588.572737,61422.40931,26447.08144,241288.3187
2016,20196.51098,43059.75253,22863.24155,49589.24161,6894.006354,9166.071254,2451.599094,26585.48437
2009,26224.58728,34490.54601,8265.958731,14038.11946,1697.534302,14940.50786,2974.335899,58144.11428
2009,12409.16004,38138.40387,25729.24384,38035.81613,5624.903665,6311.45525,2342.871628,6132.207931
2015,10766.2326,36570.78062,25804.54802,36224.32969,5797.902007,4664.820431,2312.422255,4117.214768
2014,12971.85637,39658.62175,26686.76538,35938.91959,5575.197249,6019.016354,2519.803995,8357.442872
2007,22518.83117,34296.13992,11777.30875,23039.69252,2704.915368,13619.16034,2600.934568,42025.27007
2008,61679.82148,187438.1597,125758.3383,141210.2787,9182.428779,34064.61167,16023.53499,59868.26842
2010,298160.2904,812893.7201,514733.4298,268816.6396,7444.02782,120395.7399,51601.83226,505682.6996
2009,14213.17566,27125.56749,12912.39183,31904.91066,3799.892225,9464.687893,1721.889097,17095.89758
2012,1941.614857,3362.471953,1420.857096,762.7971001,2057.072639,644.4901817,38.3486367,1641.113778
2010,6470.601993,11639.327,5168.725011,12324.94166,2828.511981,4021.513291,663.4784794,7399.78298
2010,12368.53117,22450.20558,10081.67441,27487.11344,3386.415653,7868.334602,1502.857152,16509.21596
2007,31867.13518,102134.2723,70267.13717,104626.4063,8446.402819,20260.71017,9912.374318,14197.6307
2010,18244.01338,43617.65065,25373.63727,54008.11737,7414.953675,8338.49411,2253.766078,19319.86263
2015,31155.13283,80598.50619,49443.37336,96123.33491,7517.045547,20661.83687,8855.425715,21876.68465
2014,13399.94203,25006.40603,11606.46399,29957.27182,3617.606124,8760.916416,1625.326239,16901.9031
2009,12083.11256,22829.56601,10746.45345,33673.35777,4818.694032,5075.029119,1498.3548,17602.2451
2014,451925.9414,1217189.372,765263.4307,150275.7621,130718.741,292113.6935,27927.39943,306070.0982
2014,21895.68582,30048.12389,8152.438075,11417.35714,1778.991464,12412.06687,2449.555121,46632.81565
2013,37764.75652,111636.954,73872.19747,122325.7581,8963.326113,24861.9089,11887.29048,20107.45789
2011,11403.8036,40931.77188,29527.96828,38483.21446,6008.585178,5006.500708,2451.65708,3866.243212
2014,21696.55167,31559.60297,9863.051297,11249.95435,1288.28251,12125.75494,2322.8582,44750.86436
2008,363043.9496,989737.5184,626693.5689,259830.1434,35916.28405,171024.9774,50771.48005,511364.8914
2012,16103.65748,32464.38529,16360.72781,36515.44063,4241.711066,11069.96118,1946.718611,17311.4812
2014,8762.768655,14772.0758,6009.307144,21623.77135,3181.977579,3720.386291,1086.570287,14751.55881
2014,7718.624648,17245.78177,9527.157125,11896.892,1195.308124,4162.957352,487.7027767,10992.65428
2009,22642.08805,35835.00265,13192.9146,20683.02711,2863.612554,12504.11091,2884.06078,41988.21873
2008,150195.5207,453356.8968,303161.3761,138330.3135,41853.44702,97390.4892,17148.78391,80407.02172
2014,18496.77928,45214.76504,26717.98576,56073.91965,7789.698599,8015.920785,2290.02693,19426.8195
2011,342492.1818,927797.4892,585305.3073,129055.9342,100067.6798,219760.9607,21481.56081,231322.79
2014,24487.61948,32675.34819,8187.728703,13988.19494,1730.772198,13870.85671,2783.40547,53638.00843
2008,54043.61004,187179.6165,133136.0065,71893.91348,6200.329554,21988.08309,9703.140327,73288.83218
2009,15921.38419,44914.328,28992.94381,50438.59604,7305.601584,6698.691013,2370.665004,13316.13192
2012,14661.30809,30567.37039,15906.06231,43029.67467,6089.578961,6126.888255,1818.099085,19093.42831
2011,37720.45364,117011.7133,79291.25966,123480.6761,9134.823944,24633.82484,12038.03911,18007.15368
2015,3289.041195,5475.444136,2186.402941,4683.267074,2131.616201,1294.931473,282.7445216,4373.488082
2009,4993.24132,8059.200799,3065.959479,9323.959735,2101.541653,2091.74275,560.093349,8427.393427
2008,12625.30935,37639.57247,25014.26313,37939.62653,5542.413027,6592.017461,2319.483008,6666.558367
2012,9592.707883,23600.89314,14008.18526,29435.62729,4597.912366,4156.665667,1860.213131,8609.99959
2009,10269.0355,33068.04466,22799.00915,34248.21358,5595.291783,4439.371646,2186.270861,4409.403393
2009,16172.83258,26727.52646,10554.69389,8238.221427,861.7125663,8695.914612,1550.656782,30959.04691
2015,37995.8251,100518.8634,62523.03831,115471.475,8429.340911,24697.75269,11534.63208,27438.74667
2014,7642.983905,17093.68689,9450.70299,11675.48936,1167.971968,4100.377355,474.5371429,11004.93754
2009,89571.73869,192017.5757,102445.837,95237.41885,4947.401869,39429.15861,14727.12158,157231.2829
2015,7359.651359,20400.20537,13040.55401,17869.95779,2613.273875,2885.586187,1013.155988,8157.200983
2009,10236.4292,28567.07948,18330.65028,32776.10767,5125.905702,4439.73218,2080.394515,6903.426494
2011,424587.9348,1177315.822,752727.887,224957.8302,80259.32491,235182.7374,43640.79927,440920.4445
2016,27267.63595,65715.4527,38447.81675,80712.19452,6666.405409,18191.53482,7072.213022,21684.15265
2008,16149.84128,23493.79723,7343.955952,8352.838551,1887.34004,9033.227728,1761.120184,32265.22692
2016,510591.4649,1450373.268,939781.8027,166127.063,147824.77,329813.9901,31430.33125,312766.6123
2009,12134.30512,41937.18655,29802.88143,40575.57242,6252.742694,5232.592457,2443.208085,5257.637875
2015,6369.185694,10033.14591,3663.960212,13070.78199,2077.259936,2735.075643,784.0204298,11611.10717
2013,10942.33789,19850.51425,8908.176361,29533.46642,4256.365329,4609.612801,1356.877484,16739.07777
2015,12906.13264,19074.57036,6168.437712,13655.31588,1952.390726,6738.801193,1510.348905,25625.98539
2009,15078.39579,44350.33453,29271.93874,48243.12709,7071.239477,6372.343436,2386.812799,11253.42644
2010,14994.69294,30591.71879,15597.02585,33194.15359,3824.839919,10182.68052,1754.137336,16347.98113
2010,246692.9367,613439.3515,366746.4148,221048.4893,6501.834173,100028.0211,42058.76543,432361.4937
2016,22429.7608,34276.22156,11846.46076,23224.75086,2725.910213,13584.09929,2591.842969,41732.26893
2009,3656.904889,7852.499839,4195.594949,1486.781898,482.5915239,1125.428388,-76.86576096,7307.310231
2007,9718.37265,31311.14822,21592.77557,30096.87021,4638.600154,4094.065384,1869.259253,5914.251845
2016,2929.894876,5070.971355,2141.076479,3463.450955,2316.139483,1420.187761,191.8673763,2825.701572
2007,35840.26935,79179.75962,43339.49027,95870.74801,7125.989114,22885.53889,9893.306335,37336.99829
2007,172529.0261,333860.0885,161331.0624,294795.1949,22842.68621,100623.6375,45553.38308,247466.6432
2010,143682.2805,321614.133,177931.8525,316005.8299,30313.68232,87470.04324,33942.21001,154968.5156
2016,83288.72833,207840.5549,124551.8266,520257.4294,13804.3576,34434.79654,24620.09621,128091.4954
2009,25461.81069,44418.88467,18957.07399,46965.05235,12839.34647,8621.490736,10318.17344,35351.32035
2013,21109.04267,28148.70342,7039.660755,26932.32295,-924.6340517,13996.1262,1312.698424,46882.6504
2010,69492.57107,224315.6216,154823.0506,413001.3063,11381.09962,35920.00002,12983.13672,81353.03318
2014,87467.5766,233069.5275,145601.9509,421301.5513,-12612.51114,35132.81876,24731.70907,183409.6536
2013,19926.32951,28082.5948,8156.2653,44238.51742,-1596.551119,13527.55331,1503.550015,42821.38229
2014,160281.8721,322888.927,162607.0549,313009.5898,17737.84417,91194.26438,42555.47686,231423.3955
2016,83170.23272,226160.2676,142990.0349,474259.5982,-14733.78649,30787.67232,24005.43484,187519.2756
2010,124774.1906,288290.2891,163516.0985,909122.1876,-913.3163455,51762.79588,37663.14363,242635.1192
2008,72598.66245,200009.7816,127411.1192,379806.1168,-8029.422336,26743.88421,20741.40667,152727.0652
2009,207096.3964,358835.9003,151739.5039,228706.2407,39738.89708,127943.8013,53934.00327,302087.7037
2014,154564.9774,266282.5545,111717.5771,174787.3941,32372.53685,92951.65444,41800.0784,226674.5922
2014,66039.21542,181287.6022,115248.3868,327019.8607,-163.6847589,24701.27717,18791.01143,122938.236
2008,22895.46684,32294.67716,9399.210318,31836.55551,2979.051641,12708.39205,4111.081374,46683.41667
2013,27085.44105,96360.75607,69275.31503,262264.6046,-3118.235265,13777.39302,8981.066704,48298.98037
2016,15469.55289,21954.59759,6485.044699,16910.25387,-919.7254246,10444.11411,744.6771215,32688.81116
2008,69706.85163,191739.3416,122032.49,356534.6633,-4561.717672,25843.37642,19881.55156,139595.0677
2015,38138.86556,83063.45934,44924.59378,112280.3785,20600.2423,14281.54585,12591.15361,36953.79336
2010,61451.52894,184484.4145,123032.8855,357609.2187,18810.77015,33980.88872,10497.9706,51676.63735
2008,95952.29524,272153.5332,176201.238,372426.2755,23509.35297,56802.6604,19203.47198,80809.28631
2013,19332.0328,25779.04082,6447.008022,21547.07254,-1561.705486,13149.02356,913.8296297,43306.33177
2008,66821.51739,226028.5905,159207.0731,407403.2431,18869.2157,37859.23986,10321.78905,51939.18994
2009,24331.32845,45426.47964,21095.15119,46782.04507,12531.64174,8331.989411,9711.444064,30464.38738
2011,116765.0579,284162.1993,167397.1414,846353.8322,4285.833348,50808.45739,33359.29394,209586.531
2010,78922.32889,218552.8019,139630.473,432352.2535,-15943.36223,28721.10722,22633.5061,182137.5486
2010,42368.1037,104604.857,62236.75326,140478.3258,23099.49269,16631.35434,12598.44989,32676.15436
2011,44248.30103,87328.42298,43080.12194,166784.8403,6347.665568,15239.08481,15551.58035,80572.85033
2009,34778.84641,80592.09521,45813.2488,118035.5654,18219.65403,14442.79046,9285.276325,30490.88634
2008,27818.89736,102512.8946,74693.99723,268091.2735,4074.876561,16915.2879,7059.420539,26634.26603
2014,27971.03817,50245.39798,22274.35981,53122.99226,14621.16152,9192.046279,11645.14475,36982.49479
2009,58975.36234,183632.6808,124657.3184,318335.946,21289.22526,30896.68472,11033.93451,43103.35839
2014,19653.1228,71082.77389,51429.65109,219078.6617,2474.501697,11543.60403,6889.614307,20482.86675
2009,56723.56307,149993.2592,93269.69611,268489.9756,21472.50778,23117.75357,16232.51421,58660.90381
2015,15196.51913,21665.55962,6469.040491,16582.4831,-874.3446757,10252.90753,732.7199472,32099.84332
2008,34854.92777,69545.82455,34690.89678,90385.10991,18659.61315,12456.95602,12585.48816,39025.3029
2010,20948.06505,27950.03427,7001.969225,24895.19974,-627.9897076,13593.00732,1696.943982,46429.98269
2006,153045.5833,314454.2211,161408.6378,230395.1078,27728.73331,95054.44243,40420.13376,182403.0385
2011,40187.40093,92824.97618,52637.57525,125938.7469,21810.81561,15419.73331,12594.68774,35013.37236
2009,70066.84144,223967.5979,153900.7565,414204.877,9771.171964,35503.06793,13555.32032,87763.98518
2016,20247.31602,49682.74644,29435.43042,67345.27299,10281.77832,9161.378822,4565.769352,15577.24439
2014,94552.03955,244276.8831,149724.8435,410765.2908,-9659.57496,40587.31409,26465.87159,184558.4369
2015,40079.56486,143781.8583,103702.2934,311961.7595,8891.747642,23565.07523,8037.301732,33378.3296
2006,23327.5439,32634.02083,9306.476926,39130.52695,1440.537092,14384.72489,2351.174888,48583.51124
2015,43931.83061,86480.14367,42548.31305,164374.7578,6549.873546,15116.35008,15486.7577,79610.94567
2008,43306.37907,141355.8597,98049.48058,401128.0299,-209.842338,21031.65067,14028.33582,70164.36833
2014,12073.82507,29287.34189,17213.51682,130124.2658,-14.13655802,7865.099904,3604.243097,18134.97828
2016,15019.78706,36129.76017,21109.97311,48050.15319,7245.840682,7265.618558,2883.887852,12054.00043
2009,72884.81802,222353.5527,149468.7347,420110.865,1871.167588,33457.15904,16363.057,117899.2078
2010,13197.80804,19466.5459,6268.737865,14183.0762,-542.1403138,8853.202502,645.1888781,26933.50024
2011,11916.43463,35558.44905,23642.01442,136260.2117,611.9022371,7822.159812,3513.858489,14741.69798
2016,66111.46129,222876.5645,156765.1032,400765.3183,19471.64708,37477.09236,10219.16815,49489.66765
2013,8142.199172,13160.50851,5018.309342,8113.933538,298.1488716,5312.740276,423.7847694,14901.37137
2007,44742.07116,119423.8712,74681.80008,156306.4743,24502.37872,17950.35523,12602.54545,29635.77427
2016,39591.91016,89867.62139,50275.71124,121968.3822,21458.91285,15088.87247,12593.6604,35612.18338
2011,37409.15392,76019.19427,38610.04035,116556.8312,16453.11275,16851.29784,8942.75137,43554.41677
2010,13626.25619,19950.64103,6324.384833,14697.4184,-613.3523796,9153.246384,663.9522328,28040.93589
2015,15353.2592,54888.55668,39535.29748,207287.7202,-220.4846672,10053.11817,5572.860886,19582.65951
2007,101049.1375,255162.0911,154112.9536,773708.9067,303.8458086,43190.3109,30893.57608,186816.8209
2010,21809.85514,56133.49965,34323.64451,156826.2712,6147.969739,10232.60456,8781.957902,23971.93299
2007,86671.92317,205456.0142,118784.091,177260.0947,28617.60376,46313.22739,23185.19498,78907.49809
2016,8870.141237,16918.81132,8048.67008,56799.93084,316.2392117,5740.596555,1681.953721,14695.75308
2007,200519.6517,342495.0339,141975.3823,218448.4827,38536.41822,123631.6195,52557.42283,297831.3547
2015,27560.54168,42540.11939,14979.57772,62405.23582,5953.38749,15126.18824,4332.633582,50057.5736
2008,197586.0011,443004.4184,245418.4173,266468.7363,7957.942326,128495.8465,50747.69465,248174.4164
2009,50038.36231,117231.1254,67192.76309,85565.74141,12396.70571,33577.40364,13947.79471,38560.96887
2009,37984.7395,87638.07755,49653.33806,61873.19913,9911.948129,24092.00873,10560.23695,32073.54915
2012,35732.87556,121209.7363,85476.86071,182888.7748,14975.36494,21283.12528,11946.77679,6700.220408
2012,44024.38357,139659.7544,95635.37086,210205.0892,16536.06973,23134.37313,13922.19043,23763.95674
2007,36624.88818,107278.7899,70653.90176,73320.39084,9962.324043,24135.41234,7542.389703,19024.18387
2016,74023.21266,133632.9755,59609.76287,113182.3708,15811.85605,48479.06331,21432.787,95170.16061
2015,82024.15848,147448.2203,65424.0618,125205.3518,19710.23359,49786.23222,25293.30668,108475.0288
2012,51412.85053,91354.69914,39941.84862,90640.19274,16804.42845,31792.31999,12279.01911,64302.00439
2009,13984.31694,31348.84712,17364.53019,47317.90676,9508.258813,8103.338226,4169.125694,4156.97496
